timestamp,etichetta_variante,modello,posizione_id,numero_pedine,mossa_ottimale,valore_teorico,mossa_scelta_llm,e_ottimale,tentativi_falliti
2026-09-17T14:42:45,elo_800,mimo-v2.5,86,39,"3,4,2",1,,False,3
2026-09-17T14:42:46,elo_800,mimo-v2.5,90,39,"4,1,1",1,,False,3
2026-09-17T14:42:47,elo_800,mimo-v2.5,95,39,"3,3,4",1,,False,3
2026-09-17T14:42:48,elo_800,mimo-v2.5,92,36,"4,1,4",1,,False,3
2026-09-17T14:42:48,elo_800,mimo-v2.5,93,37,"2,2,3",1,,False,3
2026-09-17T14:42:49,elo_800,mimo-v2.5,97,38,"4,4,4",1,,False,3
2026-09-17T14:42:51,elo_800,mimo-v2.5,94,37,"4,1,2",1,,False,3
2026-09-17T14:42:51,elo_800,mimo-v2.5,100,38,"3,3,4",1,,False,3
2026-09-17T14:42:53,elo_800,mimo-v2.5,98,40,"1,3,2",1,,False,3
2026-09-17T14:42:53,elo_800,mimo-v2.5,96,40,"2,1,3",1,,False,3
2026-09-17T14:42:54,elo_800,mimo-v2.5,99,37,"3,3,3",1,,False,3
2026-09-17T14:43:01,elo_1800,mimo-v2.5,7,36,"1,3,3",1,,False,3
2026-09-17T14:43:02,elo_1800,mimo-v2.5,4,37,"2,4,3",1,,False,3
2026-09-17T14:43:03,elo_1800,mimo-v2.5,5,42,"2,4,1",1,,False,3
2026-09-17T14:43:05,elo_1800,mimo-v2.5,2,37,"4,3,1",1,,False,3
2026-09-17T14:43:05,elo_1800,mimo-v2.5,8,37,"2,1,1",1,,False,3
2026-09-17T14:43:06,elo_1800,mimo-v2.5,3,40,"2,1,3",1,,False,3
2026-09-17T14:43:08,elo_1800,mimo-v2.5,6,37,"1,4,1",1,,False,3
2026-09-17T14:43:09,elo_1800,mimo-v2.5,9,37,"4,4,2",1,,False,3
2026-09-17T14:43:09,elo_1800,mimo-v2.5,1,39,"2,1,1",1,,False,3
2026-09-17T14:43:10,elo_1800,mimo-v2.5,12,39,"3,2,3",1,,False,3
2026-09-17T14:43:11,elo_1800,mimo-v2.5,11,37,"2,1,4",1,,False,3
2026-09-17T14:43:12,elo_1800,mimo-v2.5,10,36,"1,4,3",1,,False,3
2026-09-17T14:43:13,elo_1800,mimo-v2.5,16,41,"4,3,3",1,,False,3
2026-09-17T14:43:13,elo_1800,mimo-v2.5,13,38,"3,4,4",1,,False,3
2026-09-17T14:43:14,elo_1800,mimo-v2.5,15,40,"4,2,1",1,,False,3
2026-09-17T14:43:15,elo_1800,mimo-v2.5,19,39,"2,2,3",1,,False,3
2026-09-17T14:43:16,elo_1800,mimo-v2.5,17,40,"2,1,2",1,,False,3
2026-09-17T14:43:18,elo_1800,mimo-v2.5,23,42,"3,3,2",1,,False,3
2026-09-17T14:43:20,elo_1800,mimo-v2.5,14,36,"2,1,2",1,,False,3
2026-09-17T14:43:20,elo_1800,mimo-v2.5,18,37,"1,3,3",1,,False,3
2026-09-17T14:43:21,elo_1800,mimo-v2.5,22,37,"2,3,1",1,,False,3
2026-09-17T14:43:22,elo_1800,mimo-v2.5,21,36,"4,4,4",1,,False,3
2026-09-17T14:43:23,elo_1800,mimo-v2.5,20,39,"1,4,3",1,,False,3
2026-09-17T14:43:24,elo_1800,mimo-v2.5,24,40,"2,4,4",1,,False,3
2026-09-17T14:43:24,elo_1800,mimo-v2.5,26,36,"3,3,3",1,,False,3
2026-09-17T14:43:25,elo_1800,mimo-v2.5,29,39,"2,4,4",1,,False,3
2026-09-17T14:43:26,elo_1800,mimo-v2.5,27,36,"1,4,4",1,,False,3
2026-09-17T14:43:27,elo_1800,mimo-v2.5,30,38,"2,3,2",1,,False,3
2026-09-17T14:43:28,elo_1800,mimo-v2.5,28,40,"1,3,4",1,,False,3
2026-09-17T14:43:29,elo_1800,mimo-v2.5,25,38,"4,2,1",1,,False,3
2026-09-17T14:43:29,elo_1800,mimo-v2.5,38,39,"2,1,1",1,,False,3
2026-09-17T14:43:30,elo_1800,mimo-v2.5,31,37,"1,3,2",1,,False,3
2026-09-17T14:43:31,elo_1800,mimo-v2.5,37,39,"2,3,2",1,,False,3
2026-09-17T14:43:33,elo_1800,mimo-v2.5,34,36,"1,1,4",1,,False,3
2026-09-17T14:43:35,elo_1800,mimo-v2.5,32,40,"1,2,4",1,,False,3
2026-09-17T14:43:35,elo_1800,mimo-v2.5,33,38,"4,1,1",1,,False,3
2026-09-17T14:43:37,elo_1800,mimo-v2.5,35,37,"3,4,1",1,,False,3
2026-09-17T14:43:38,elo_1800,mimo-v2.5,40,39,"4,2,2",1,,False,3
2026-09-17T14:43:39,elo_1800,mimo-v2.5,39,39,"2,3,3",1,,False,3
2026-09-17T14:43:39,elo_1800,mimo-v2.5,36,39,"4,1,4",1,,False,3
2026-09-17T14:43:41,elo_1800,mimo-v2.5,41,38,"4,4,1",1,,False,3
2026-09-17T14:43:42,elo_1800,mimo-v2.5,44,37,"2,2,3",1,,False,3
2026-09-17T14:43:43,elo_1800,mimo-v2.5,42,40,"3,2,4",1,,False,3
2026-09-17T14:43:44,elo_1800,mimo-v2.5,43,41,"2,2,4",1,,False,3
2026-09-17T14:43:44,elo_1800,mimo-v2.5,45,37,"1,3,3",1,,False,3
2026-09-17T14:43:45,elo_1800,mimo-v2.5,49,40,"1,3,1",1,,False,3
2026-09-17T14:43:46,elo_1800,mimo-v2.5,48,37,"1,2,2",1,,False,3
2026-09-17T14:43:47,elo_1800,mimo-v2.5,51,40,"1,1,4",1,,False,3
2026-09-17T14:43:48,elo_1800,mimo-v2.5,46,38,"1,4,3",1,,False,3
2026-09-17T14:43:49,elo_1800,mimo-v2.5,52,39,"4,4,1",1,,False,3
2026-09-17T14:43:50,elo_1800,mimo-v2.5,50,39,"2,3,3",1,,False,3
2026-09-17T14:43:52,elo_1800,mimo-v2.5,47,36,"3,1,1",1,,False,3
2026-09-17T14:43:53,elo_1800,mimo-v2.5,54,39,"1,3,3",1,,False,3
2026-09-17T14:43:54,elo_1800,mimo-v2.5,58,37,"4,4,3",1,,False,3
2026-09-17T14:43:55,elo_1800,mimo-v2.5,53,37,"3,2,3",1,,False,3
2026-09-17T14:43:55,elo_1800,mimo-v2.5,60,39,"1,1,4",1,,False,3
2026-09-17T14:43:56,elo_1800,mimo-v2.5,57,37,"2,4,2",1,,False,3
2026-09-17T14:43:58,elo_1800,mimo-v2.5,56,40,"3,4,4",1,,False,3
2026-09-17T14:43:59,elo_1800,mimo-v2.5,55,41,"2,3,2",1,,False,3
2026-09-17T14:44:00,elo_1800,mimo-v2.5,59,39,"3,1,3",1,,False,3
2026-09-17T14:44:01,elo_1800,mimo-v2.5,62,36,"2,2,3",1,,False,3
2026-09-17T14:44:02,elo_1800,mimo-v2.5,61,36,"4,2,1",1,,False,3
2026-09-17T14:44:03,elo_1800,mimo-v2.5,65,38,"1,3,4",1,,False,3
2026-09-17T14:44:04,elo_1800,mimo-v2.5,63,39,"3,2,1",1,,False,3
2026-09-17T14:44:06,elo_1800,mimo-v2.5,64,38,"1,2,1",1,,False,3
2026-09-17T14:44:07,elo_1800,mimo-v2.5,69,40,"4,3,1",1,,False,3
2026-09-17T14:44:08,elo_1800,mimo-v2.5,66,36,"4,4,2",1,,False,3
2026-09-17T14:44:09,elo_1800,mimo-v2.5,67,36,"1,3,2",1,,False,3
2026-09-17T14:44:10,elo_1800,mimo-v2.5,68,36,"2,4,3",1,,False,3
2026-09-17T14:44:11,elo_1800,mimo-v2.5,70,36,"2,2,3",1,,False,3
2026-09-17T14:44:11,elo_1800,mimo-v2.5,72,38,"1,2,1",1,,False,3
2026-09-17T14:44:13,elo_1800,mimo-v2.5,71,39,"3,3,4",1,,False,3
2026-09-17T14:44:14,elo_1800,mimo-v2.5,73,41,"2,4,4",1,,False,3
2026-09-17T14:44:15,elo_1800,mimo-v2.5,74,36,"2,1,2",1,,False,3
2026-09-17T14:44:16,elo_1800,mimo-v2.5,75,40,"1,1,4",1,,False,3
2026-09-17T14:44:17,elo_1800,mimo-v2.5,77,39,"4,4,1",1,,False,3
2026-09-17T14:44:18,elo_1800,mimo-v2.5,80,37,"4,1,2",1,,False,3
2026-09-17T14:44:19,elo_1800,mimo-v2.5,78,36,"2,1,2",1,,False,3
2026-09-17T14:44:21,elo_1800,mimo-v2.5,76,37,"3,4,3",1,,False,3
2026-09-17T14:44:23,elo_1800,mimo-v2.5,79,39,"3,3,4",1,,False,3
2026-09-17T14:44:23,elo_1800,mimo-v2.5,83,36,"3,2,1",1,,False,3
2026-09-17T14:44:24,elo_1800,mimo-v2.5,82,37,"4,2,4",1,,False,3
2026-09-17T14:44:24,elo_1800,mimo-v2.5,84,36,"4,3,3",1,,False,3
2026-09-17T14:44:25,elo_1800,mimo-v2.5,81,40,"2,3,4",1,,False,3
2026-09-17T14:44:26,elo_1800,mimo-v2.5,85,40,"4,3,1",1,,False,3
2026-09-17T14:44:28,elo_1800,mimo-v2.5,86,39,"3,4,2",1,,False,3
2026-09-17T14:44:29,elo_1800,mimo-v2.5,91,39,"3,3,2",1,,False,3
2026-09-17T14:44:30,elo_1800,mimo-v2.5,93,37,"2,2,3",1,,False,3
2026-09-17T14:44:31,elo_1800,mimo-v2.5,89,36,"2,3,3",1,,False,3
2026-09-17T14:44:31,elo_1800,mimo-v2.5,88,39,"2,1,4",1,,False,3
2026-09-17T14:44:33,elo_1800,mimo-v2.5,96,40,"2,1,3",1,,False,3
2026-09-17T14:44:34,elo_1800,mimo-v2.5,87,36,"2,1,1",1,,False,3
2026-09-17T14:44:35,elo_1800,mimo-v2.5,94,37,"4,1,2",1,,False,3
2026-09-17T14:44:36,elo_1800,mimo-v2.5,90,39,"4,1,1",1,,False,3
2026-09-17T14:44:37,elo_1800,mimo-v2.5,95,39,"3,3,4",1,,False,3
2026-09-17T14:44:38,elo_1800,mimo-v2.5,99,37,"3,3,3",1,,False,3
2026-09-17T14:44:38,elo_1800,mimo-v2.5,97,38,"4,4,4",1,,False,3
2026-09-17T14:44:39,elo_1800,mimo-v2.5,92,36,"4,1,4",1,,False,3
2026-09-17T14:44:40,elo_1800,mimo-v2.5,98,40,"1,3,2",1,,False,3
2026-09-17T14:44:41,elo_1800,mimo-v2.5,100,38,"3,3,4",1,,False,3
2026-09-17T14:44:48,elo_2800,mimo-v2.5,2,37,"4,3,1",1,,False,3
2026-09-17T14:44:49,elo_2800,mimo-v2.5,1,39,"2,1,1",1,,False,3
2026-09-17T14:44:50,elo_2800,mimo-v2.5,3,40,"2,1,3",1,,False,3
2026-09-17T14:44:51,elo_2800,mimo-v2.5,12,39,"3,2,3",1,,False,3
2026-09-17T14:44:52,elo_2800,mimo-v2.5,7,36,"1,3,3",1,,False,3
2026-09-17T14:44:53,elo_2800,mimo-v2.5,8,37,"2,1,1",1,,False,3
2026-09-17T14:44:54,elo_2800,mimo-v2.5,6,37,"1,4,1",1,,False,3
2026-09-17T14:44:55,elo_2800,mimo-v2.5,5,42,"2,4,1",1,,False,3
2026-09-17T14:44:56,elo_2800,mimo-v2.5,10,36,"1,4,3",1,,False,3
2026-09-17T14:44:57,elo_2800,mimo-v2.5,11,37,"2,1,4",1,,False,3
2026-09-17T14:44:59,elo_2800,mimo-v2.5,4,37,"2,4,3",1,,False,3
2026-09-17T14:45:00,elo_2800,mimo-v2.5,13,38,"3,4,4",1,,False,3
2026-09-17T14:45:01,elo_2800,mimo-v2.5,14,36,"2,1,2",1,,False,3
2026-09-17T14:45:03,elo_2800,mimo-v2.5,9,37,"4,4,2",1,,False,3
2026-09-17T14:45:04,elo_2800,mimo-v2.5,15,40,"4,2,1",1,,False,3
2026-09-17T14:45:05,elo_2800,mimo-v2.5,17,40,"2,1,2",1,,False,3
2026-09-17T14:45:06,elo_2800,mimo-v2.5,16,41,"4,3,3",1,,False,3
2026-09-17T14:45:07,elo_2800,mimo-v2.5,18,37,"1,3,3",1,,False,3
2026-09-17T14:45:07,elo_2800,mimo-v2.5,20,39,"1,4,3",1,,False,3
2026-09-17T14:45:08,elo_2800,mimo-v2.5,22,37,"2,3,1",1,,False,3
2026-09-17T14:45:09,elo_2800,mimo-v2.5,19,39,"2,2,3",1,,False,3
2026-09-17T14:45:10,elo_2800,mimo-v2.5,25,38,"4,2,1",1,,False,3
2026-09-17T14:45:10,elo_2800,mimo-v2.5,21,36,"4,4,4",1,,False,3
2026-09-17T14:45:11,elo_2800,mimo-v2.5,24,40,"2,4,4",1,,False,3
2026-09-17T14:45:12,elo_2800,mimo-v2.5,23,42,"3,3,2",1,,False,3
2026-09-17T14:45:13,elo_2800,mimo-v2.5,27,36,"1,4,4",1,,False,3
2026-09-17T14:45:14,elo_2800,mimo-v2.5,30,38,"2,3,2",1,,False,3
2026-09-17T14:45:14,elo_2800,mimo-v2.5,29,39,"2,4,4",1,,False,3
2026-09-17T14:45:15,elo_2800,mimo-v2.5,33,38,"4,1,1",1,,False,3
2026-09-17T14:45:16,elo_2800,mimo-v2.5,28,40,"1,3,4",1,,False,3
2026-09-17T14:45:17,elo_2800,mimo-v2.5,31,37,"1,3,2",1,,False,3
2026-09-17T14:45:18,elo_2800,mimo-v2.5,38,39,"2,1,1",1,,False,3
2026-09-17T14:45:20,elo_2800,mimo-v2.5,26,36,"3,3,3",1,,False,3
2026-09-17T14:45:21,elo_2800,mimo-v2.5,35,37,"3,4,1",1,,False,3
2026-09-17T14:45:22,elo_2800,mimo-v2.5,32,40,"1,2,4",1,,False,3
2026-09-17T14:45:23,elo_2800,mimo-v2.5,34,36,"1,1,4",1,,False,3
2026-09-17T14:45:24,elo_2800,mimo-v2.5,36,39,"4,1,4",1,,False,3
2026-09-17T14:45:24,elo_2800,mimo-v2.5,40,39,"4,2,2",1,,False,3
2026-09-17T14:45:25,elo_2800,mimo-v2.5,42,40,"3,2,4",1,,False,3
2026-09-17T14:45:26,elo_2800,mimo-v2.5,37,39,"2,3,2",1,,False,3
2026-09-17T14:45:27,elo_2800,mimo-v2.5,47,36,"3,1,1",1,,False,3
2026-09-17T14:45:28,elo_2800,mimo-v2.5,44,37,"2,2,3",1,,False,3
2026-09-17T14:45:29,elo_2800,mimo-v2.5,41,38,"4,4,1",1,,False,3
2026-09-17T14:45:30,elo_2800,mimo-v2.5,39,39,"2,3,3",1,,False,3
2026-09-17T14:45:30,elo_2800,mimo-v2.5,45,37,"1,3,3",1,,False,3
2026-09-17T14:45:31,elo_2800,mimo-v2.5,43,41,"2,2,4",1,,False,3
2026-09-17T14:45:32,elo_2800,mimo-v2.5,46,38,"1,4,3",1,,False,3
2026-09-17T14:45:32,elo_2800,mimo-v2.5,48,37,"1,2,2",1,,False,3
2026-09-17T14:45:33,elo_2800,mimo-v2.5,51,40,"1,1,4",1,,False,3
2026-09-17T14:45:34,elo_2800,mimo-v2.5,52,39,"4,4,1",1,,False,3
2026-09-17T14:45:35,elo_2800,mimo-v2.5,49,40,"1,3,1",1,,False,3
2026-09-17T14:45:36,elo_2800,mimo-v2.5,54,39,"1,3,3",1,,False,3
2026-09-17T14:45:37,elo_2800,mimo-v2.5,50,39,"2,3,3",1,,False,3
2026-09-17T14:45:38,elo_2800,mimo-v2.5,53,37,"3,2,3",1,,False,3
2026-09-17T14:45:39,elo_2800,mimo-v2.5,55,41,"2,3,2",1,,False,3
2026-09-17T14:45:41,elo_2800,mimo-v2.5,59,39,"3,1,3",1,,False,3
2026-09-17T14:45:43,elo_2800,mimo-v2.5,61,36,"4,2,1",1,,False,3
2026-09-17T14:45:45,elo_2800,mimo-v2.5,56,40,"3,4,4",1,,False,3
2026-09-17T14:45:46,elo_2800,mimo-v2.5,60,39,"1,1,4",1,,False,3
2026-09-17T14:45:46,elo_2800,mimo-v2.5,65,38,"1,3,4",1,,False,3
2026-09-17T14:45:47,elo_2800,mimo-v2.5,66,36,"4,4,2",1,,False,3
2026-09-17T14:45:47,elo_2800,mimo-v2.5,67,36,"1,3,2",1,,False,3
2026-09-17T14:45:48,elo_2800,mimo-v2.5,64,38,"1,2,1",1,,False,3
2026-09-17T14:45:48,elo_2800,mimo-v2.5,62,36,"2,2,3",1,,False,3
2026-09-17T14:45:50,elo_2800,mimo-v2.5,58,37,"4,4,3",1,,False,3
2026-09-17T14:45:50,elo_2800,mimo-v2.5,63,39,"3,2,1",1,,False,3
2026-09-17T14:45:52,elo_2800,mimo-v2.5,70,36,"2,2,3",1,,False,3
2026-09-17T14:45:53,elo_2800,mimo-v2.5,57,37,"2,4,2",1,,False,3
2026-09-17T14:45:54,elo_2800,mimo-v2.5,68,36,"2,4,3",1,,False,3
2026-09-17T14:45:55,elo_2800,mimo-v2.5,69,40,"4,3,1",1,,False,3
2026-09-17T14:45:56,elo_2800,mimo-v2.5,71,39,"3,3,4",1,,False,3
2026-09-17T14:45:57,elo_2800,mimo-v2.5,72,38,"1,2,1",1,,False,3
2026-09-17T14:45:58,elo_2800,mimo-v2.5,79,39,"3,3,4",1,,False,3
2026-09-17T14:45:59,elo_2800,mimo-v2.5,75,40,"1,1,4",1,,False,3
2026-09-17T14:46:00,elo_2800,mimo-v2.5,74,36,"2,1,2",1,,False,3
2026-09-17T14:46:01,elo_2800,mimo-v2.5,76,37,"3,4,3",1,,False,3
2026-09-17T14:46:01,elo_2800,mimo-v2.5,77,39,"4,4,1",1,,False,3
2026-09-17T14:46:02,elo_2800,mimo-v2.5,81,40,"2,3,4",1,,False,3
2026-09-17T14:46:03,elo_2800,mimo-v2.5,80,37,"4,1,2",1,,False,3
2026-09-17T14:46:04,elo_2800,mimo-v2.5,78,36,"2,1,2",1,,False,3
2026-09-17T14:46:05,elo_2800,mimo-v2.5,82,37,"4,2,4",1,,False,3
2026-09-17T14:46:05,elo_2800,mimo-v2.5,73,41,"2,4,4",1,,False,3
2026-09-17T14:46:06,elo_2800,mimo-v2.5,83,36,"3,2,1",1,,False,3
2026-09-17T14:46:07,elo_2800,mimo-v2.5,84,36,"4,3,3",1,,False,3
2026-09-17T14:46:08,elo_2800,mimo-v2.5,88,39,"2,1,4",1,,False,3
2026-09-17T14:46:09,elo_2800,mimo-v2.5,86,39,"3,4,2",1,,False,3
2026-09-17T14:46:09,elo_2800,mimo-v2.5,89,36,"2,3,3",1,,False,3
2026-09-17T14:46:10,elo_2800,mimo-v2.5,85,40,"4,3,1",1,,False,3
2026-09-17T14:46:12,elo_2800,mimo-v2.5,95,39,"3,3,4",1,,False,3
2026-09-17T14:46:13,elo_2800,mimo-v2.5,91,39,"3,3,2",1,,False,3
2026-09-17T14:46:14,elo_2800,mimo-v2.5,90,39,"4,1,1",1,,False,3
2026-09-17T14:46:15,elo_2800,mimo-v2.5,87,36,"2,1,1",1,,False,3
2026-09-17T14:46:16,elo_2800,mimo-v2.5,92,36,"4,1,4",1,,False,3
2026-09-17T14:46:18,elo_2800,mimo-v2.5,97,38,"4,4,4",1,,False,3
2026-09-17T14:46:19,elo_2800,mimo-v2.5,93,37,"2,2,3",1,,False,3
2026-09-17T14:46:20,elo_2800,mimo-v2.5,100,38,"3,3,4",1,,False,3
2026-09-17T14:46:22,elo_2800,mimo-v2.5,96,40,"2,1,3",1,,False,3
2026-09-17T14:46:23,elo_2800,mimo-v2.5,99,37,"3,3,3",1,,False,3
2026-09-17T14:46:24,elo_2800,mimo-v2.5,94,37,"4,1,2",1,,False,3
2026-09-17T14:46:40,elo_2800,mimo-v2.5,98,40,"1,3,2",1,,False,3
2026-09-17T16:17:09,elo_800,mimo-v2.5,6,37,"1,2,3",1,,False,3
2026-09-17T16:17:09,elo_800,mimo-v2.5,5,37,"3,4,4",1,,False,3
2026-09-17T16:17:09,elo_800,mimo-v2.5,2,36,"1,4,4",1,,False,3
