timestamp,etichetta_variante,modello,posizione_id,numero_mosse_giocate,colonne_ottimali,valore_teorico,colonna_scelta_llm,e_ottimale,tentativi_falliti
2026-07-08T12:00:58,elo_800,google/gemini-2.5-flash-lite,31,31,1 2 5 6,1,5,True,0
2026-07-08T12:00:59,elo_800,google/gemini-2.5-flash-lite,32,28,5,1,4,False,0
2026-07-08T12:00:59,elo_800,google/gemini-2.5-flash-lite,33,23,1 2 3 4 5 6,-1,4,True,0
2026-07-08T12:00:59,elo_800,google/gemini-2.5-flash-lite,34,24,7,1,4,False,0
2026-07-08T12:01:00,elo_800,google/gemini-2.5-flash-lite,35,20,3 6,0,3,True,0
2026-07-08T12:01:00,elo_800,google/gemini-2.5-flash-lite,36,26,5,1,5,True,0
2026-07-08T12:01:00,elo_800,google/gemini-2.5-flash-lite,37,21,1 2 3 4 5 7,-1,7,True,0
2026-07-08T12:01:00,elo_800,google/gemini-2.5-flash-lite,38,32,3,1,3,True,0
2026-07-08T12:01:01,elo_800,google/gemini-2.5-flash-lite,39,30,1 3 4 5 6,-1,3,True,0
2026-07-08T12:01:01,elo_800,google/gemini-2.5-flash-lite,40,21,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:02,elo_800,google/gemini-2.5-flash-lite,41,29,1 2 3 4,1,4,True,0
2026-07-08T12:01:02,elo_800,google/gemini-2.5-flash-lite,42,29,2 3 4,1,4,True,0
2026-07-08T12:01:03,elo_800,google/gemini-2.5-flash-lite,43,20,4 5,1,6,False,1
2026-07-08T12:01:03,elo_800,google/gemini-2.5-flash-lite,44,20,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:04,elo_800,google/gemini-2.5-flash-lite,45,26,5,1,5,True,0
2026-07-08T12:01:04,elo_800,google/gemini-2.5-flash-lite,46,21,6,1,4,False,0
2026-07-08T12:01:05,elo_800,google/gemini-2.5-flash-lite,47,21,3 4 5 7,1,4,True,0
2026-07-08T12:01:05,elo_800,google/gemini-2.5-flash-lite,48,30,2 3 7,1,4,False,0
2026-07-08T12:01:05,elo_800,google/gemini-2.5-flash-lite,49,26,7,1,5,False,0
2026-07-08T12:01:06,elo_800,google/gemini-2.5-flash-lite,50,28,3 4 5,1,7,False,0
2026-07-08T12:01:06,elo_800,google/gemini-2.5-flash-lite,51,25,1 2 4 5,1,2,True,0
2026-07-08T12:01:07,elo_800,google/gemini-2.5-flash-lite,52,20,1 2 3 4 5 6 7,1,5,True,0
2026-07-08T12:01:07,elo_800,google/gemini-2.5-flash-lite,53,23,5,1,4,False,0
2026-07-08T12:01:08,elo_800,google/gemini-2.5-flash-lite,54,21,1 2 3 4 5 7,1,3,True,0
2026-07-08T12:01:08,elo_800,google/gemini-2.5-flash-lite,55,26,1 7,1,3,False,0
2026-07-08T12:01:09,elo_800,google/gemini-2.5-flash-lite,56,20,1 2 3 4 5 6 7,-1,1,True,0
2026-07-08T12:01:09,elo_800,google/gemini-2.5-flash-lite,57,27,7,1,4,False,0
2026-07-08T12:01:09,elo_800,google/gemini-2.5-flash-lite,58,25,5,1,4,False,0
2026-07-08T12:01:10,elo_800,google/gemini-2.5-flash-lite,59,27,7,1,4,False,0
2026-07-08T12:01:10,elo_800,google/gemini-2.5-flash-lite,60,31,4 5,1,3,False,0
2026-07-08T12:01:10,elo_800,google/gemini-2.5-flash-lite,61,20,1 2 3 4 5 6 7,-1,3,True,0
2026-07-08T12:01:11,elo_800,google/gemini-2.5-flash-lite,62,21,4 5,1,6,False,0
2026-07-08T12:01:11,elo_800,google/gemini-2.5-flash-lite,63,23,5,1,3,False,0
2026-07-08T12:01:11,elo_800,google/gemini-2.5-flash-lite,64,30,1 2 3 5 6,-1,3,True,0
2026-07-08T12:01:12,elo_800,google/gemini-2.5-flash-lite,65,23,1 3 4 5 6 7,-1,3,True,0
2026-07-08T12:01:12,elo_800,google/gemini-2.5-flash-lite,66,25,3 5 6,1,1,False,0
2026-07-08T12:01:12,elo_800,google/gemini-2.5-flash-lite,67,20,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:13,elo_800,google/gemini-2.5-flash-lite,68,30,1 3 4 5 7,-1,4,True,0
2026-07-08T12:01:13,elo_800,google/gemini-2.5-flash-lite,69,29,1 3 4 5 7,-1,4,True,0
2026-07-08T12:01:14,elo_800,google/gemini-2.5-flash-lite,70,28,1 2 3 4 6 7,1,4,True,0
2026-07-08T12:01:14,elo_800,google/gemini-2.5-flash-lite,71,24,5,1,3,False,0
2026-07-08T12:01:15,elo_800,google/gemini-2.5-flash-lite,72,21,1 2 3 4 5 6 7,1,3,True,0
2026-07-08T12:01:15,elo_800,google/gemini-2.5-flash-lite,73,23,3 4,1,4,True,0
2026-07-08T12:01:15,elo_800,google/gemini-2.5-flash-lite,74,20,2,1,4,False,0
2026-07-08T12:01:16,elo_800,google/gemini-2.5-flash-lite,75,26,1 2 3 6 7,1,5,False,0
2026-07-08T12:01:16,elo_800,google/gemini-2.5-flash-lite,76,20,1 2 3 4 5 6,-1,1,True,0
2026-07-08T12:01:16,elo_800,google/gemini-2.5-flash-lite,77,22,4,1,3,False,0
2026-07-08T12:01:17,elo_800,google/gemini-2.5-flash-lite,78,28,4,1,3,False,0
2026-07-08T12:01:17,elo_800,google/gemini-2.5-flash-lite,79,30,6,1,2,False,0
2026-07-08T12:01:18,elo_800,google/gemini-2.5-flash-lite,80,21,2 3,1,5,False,0
2026-07-08T12:01:18,elo_800,google/gemini-2.5-flash-lite,81,23,1 2 4 5 6 7,-1,4,True,0
2026-07-08T12:01:18,elo_800,google/gemini-2.5-flash-lite,82,25,1 3 4 5 6 7,1,4,True,0
2026-07-08T12:01:19,elo_800,google/gemini-2.5-flash-lite,83,29,2 4 5 7,1,1,False,0
2026-07-08T12:01:19,elo_800,google/gemini-2.5-flash-lite,84,23,6,1,6,True,0
2026-07-08T12:01:19,elo_800,google/gemini-2.5-flash-lite,85,26,1 3,1,3,True,0
2026-07-08T12:01:20,elo_800,google/gemini-2.5-flash-lite,86,27,2 4 6,1,3,False,0
2026-07-08T12:01:20,elo_800,google/gemini-2.5-flash-lite,87,32,3 4,1,4,True,0
2026-07-08T12:01:20,elo_800,google/gemini-2.5-flash-lite,88,20,1 2 3 4 5 6 7,1,5,True,0
2026-07-08T12:01:21,elo_800,google/gemini-2.5-flash-lite,89,25,1 2 3 4 5 7,-1,3,True,0
2026-07-08T12:01:21,elo_800,google/gemini-2.5-flash-lite,90,20,6,1,4,False,0
2026-07-08T12:01:21,elo_800,google/gemini-2.5-flash-lite,91,29,4 7,1,4,True,0
2026-07-08T12:01:22,elo_800,google/gemini-2.5-flash-lite,92,21,1 2 3 4 5 6 7,-1,5,True,0
2026-07-08T12:01:22,elo_800,google/gemini-2.5-flash-lite,93,20,6,1,1,False,0
2026-07-08T12:01:23,elo_800,google/gemini-2.5-flash-lite,94,21,4 5 6,1,4,True,0
2026-07-08T12:01:23,elo_800,google/gemini-2.5-flash-lite,95,24,1 2 3 4 6 7,1,4,True,0
2026-07-08T12:01:24,elo_800,google/gemini-2.5-flash-lite,96,24,1 2 4 5 6 7,1,1,True,0
2026-07-08T12:01:25,elo_800,google/gemini-2.5-flash-lite,97,22,1 4,1,4,True,0
2026-07-08T12:01:25,elo_800,google/gemini-2.5-flash-lite,98,24,3 4,1,4,True,0
2026-07-08T12:01:26,elo_800,google/gemini-2.5-flash-lite,99,34,1 4 6,-1,6,True,0
2026-07-08T12:01:26,elo_800,google/gemini-2.5-flash-lite,100,29,6,1,3,False,0
2026-07-08T12:01:27,elo_1800,google/gemini-2.5-flash-lite,1,24,1 4 5,1,4,True,0
2026-07-08T12:01:27,elo_1800,google/gemini-2.5-flash-lite,2,20,2 4 6,1,7,False,0
2026-07-08T12:01:28,elo_1800,google/gemini-2.5-flash-lite,3,27,1 2 3 5,1,3,True,0
2026-07-08T12:01:28,elo_1800,google/gemini-2.5-flash-lite,4,26,1 2 3 4 5 6 7,-1,6,True,0
2026-07-08T12:01:28,elo_1800,google/gemini-2.5-flash-lite,5,26,1 2 3 4 5 6 7,1,6,True,0
2026-07-08T12:01:28,elo_1800,google/gemini-2.5-flash-lite,6,21,1 2 4 5 6 7,-1,5,True,0
2026-07-08T12:01:29,elo_1800,google/gemini-2.5-flash-lite,7,23,4 7,1,3,False,0
2026-07-08T12:01:29,elo_1800,google/gemini-2.5-flash-lite,8,24,1 4 6,1,7,False,0
2026-07-08T12:01:29,elo_1800,google/gemini-2.5-flash-lite,9,27,1 2 4 5 6 7,-1,6,True,0
2026-07-08T12:01:29,elo_1800,google/gemini-2.5-flash-lite,10,22,5 6,1,4,False,0
2026-07-08T12:01:30,elo_1800,google/gemini-2.5-flash-lite,11,20,1 2 3 4 5 7,-1,5,True,0
2026-07-08T12:01:30,elo_1800,google/gemini-2.5-flash-lite,12,27,1 2 3 5 7,-1,5,True,0
2026-07-08T12:01:31,elo_1800,google/gemini-2.5-flash-lite,13,24,4,1,4,True,0
2026-07-08T12:01:31,elo_1800,google/gemini-2.5-flash-lite,14,22,5,1,4,False,0
2026-07-08T12:01:31,elo_1800,google/gemini-2.5-flash-lite,15,21,4 6,1,5,False,0
2026-07-08T12:01:32,elo_1800,google/gemini-2.5-flash-lite,16,20,1 4,1,4,True,0
2026-07-08T12:01:32,elo_1800,google/gemini-2.5-flash-lite,17,22,3 6,1,4,False,0
2026-07-08T12:01:33,elo_1800,google/gemini-2.5-flash-lite,18,32,4 5 6,-1,4,True,0
2026-07-08T12:01:33,elo_1800,google/gemini-2.5-flash-lite,19,25,6,0,6,True,1
2026-07-08T12:01:33,elo_1800,google/gemini-2.5-flash-lite,20,26,5,1,5,True,0
2026-07-08T12:01:34,elo_1800,google/gemini-2.5-flash-lite,21,20,1 4,1,7,False,0
2026-07-08T12:01:34,elo_1800,google/gemini-2.5-flash-lite,22,23,1 3 4 5 6 7,-1,6,True,0
2026-07-08T12:01:35,elo_1800,google/gemini-2.5-flash-lite,23,29,1 2 5 6 7,1,4,False,0
2026-07-08T12:01:35,elo_1800,google/gemini-2.5-flash-lite,24,20,1 2 3 4 5 6,1,2,True,0
2026-07-08T12:01:35,elo_1800,google/gemini-2.5-flash-lite,25,21,6 7,1,4,False,0
2026-07-08T12:01:36,elo_1800,google/gemini-2.5-flash-lite,26,21,1 2 3 5 7,1,6,False,0
2026-07-08T12:01:36,elo_1800,google/gemini-2.5-flash-lite,27,20,4 6,1,4,True,0
2026-07-08T12:01:37,elo_1800,google/gemini-2.5-flash-lite,28,20,1 2 3 4 5 6 7,1,4,True,0
2026-07-08T12:01:37,elo_1800,google/gemini-2.5-flash-lite,29,25,1 2 4 5 6 7,1,4,True,0
2026-07-08T12:01:37,elo_1800,google/gemini-2.5-flash-lite,30,26,1,1,7,False,0
2026-07-08T12:01:37,elo_1800,google/gemini-2.5-flash-lite,31,31,1 2 5 6,1,5,True,0
2026-07-08T12:01:38,elo_1800,google/gemini-2.5-flash-lite,32,28,5,1,4,False,0
2026-07-08T12:01:38,elo_1800,google/gemini-2.5-flash-lite,33,23,1 2 3 4 5 6,-1,4,True,0
2026-07-08T12:01:39,elo_1800,google/gemini-2.5-flash-lite,34,24,7,1,7,True,0
2026-07-08T12:01:39,elo_1800,google/gemini-2.5-flash-lite,35,20,3 6,0,4,False,0
2026-07-08T12:01:39,elo_1800,google/gemini-2.5-flash-lite,36,26,5,1,6,False,0
2026-07-08T12:01:40,elo_1800,google/gemini-2.5-flash-lite,37,21,1 2 3 4 5 7,-1,4,True,0
2026-07-08T12:01:41,elo_1800,google/gemini-2.5-flash-lite,38,32,3,1,3,True,0
2026-07-08T12:01:41,elo_1800,google/gemini-2.5-flash-lite,39,30,1 3 4 5 6,-1,4,True,0
2026-07-08T12:01:42,elo_1800,google/gemini-2.5-flash-lite,40,21,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:42,elo_1800,google/gemini-2.5-flash-lite,41,29,1 2 3 4,1,6,False,0
2026-07-08T12:01:42,elo_1800,google/gemini-2.5-flash-lite,42,29,2 3 4,1,4,True,0
2026-07-08T12:01:43,elo_1800,google/gemini-2.5-flash-lite,43,20,4 5,1,4,True,0
2026-07-08T12:01:43,elo_1800,google/gemini-2.5-flash-lite,44,20,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:44,elo_1800,google/gemini-2.5-flash-lite,45,26,5,1,3,False,1
2026-07-08T12:01:45,elo_1800,google/gemini-2.5-flash-lite,46,21,6,1,6,True,1
2026-07-08T12:01:45,elo_1800,google/gemini-2.5-flash-lite,47,21,3 4 5 7,1,4,True,0
2026-07-08T12:01:45,elo_1800,google/gemini-2.5-flash-lite,48,30,2 3 7,1,4,False,0
2026-07-08T12:01:46,elo_1800,google/gemini-2.5-flash-lite,49,26,7,1,6,False,0
2026-07-08T12:01:46,elo_1800,google/gemini-2.5-flash-lite,50,28,3 4 5,1,4,True,0
2026-07-08T12:01:47,elo_1800,google/gemini-2.5-flash-lite,51,25,1 2 4 5,1,1,True,0
2026-07-08T12:01:47,elo_1800,google/gemini-2.5-flash-lite,52,20,1 2 3 4 5 6 7,1,6,True,0
2026-07-08T12:01:48,elo_1800,google/gemini-2.5-flash-lite,53,23,5,1,4,False,0
2026-07-08T12:01:48,elo_1800,google/gemini-2.5-flash-lite,54,21,1 2 3 4 5 7,1,3,True,0
2026-07-08T12:01:49,elo_1800,google/gemini-2.5-flash-lite,55,26,1 7,1,3,False,1
2026-07-08T12:01:49,elo_1800,google/gemini-2.5-flash-lite,56,20,1 2 3 4 5 6 7,-1,6,True,0
2026-07-08T12:01:50,elo_1800,google/gemini-2.5-flash-lite,57,27,7,1,5,False,0
2026-07-08T12:01:50,elo_1800,google/gemini-2.5-flash-lite,58,25,5,1,4,False,0
2026-07-08T12:01:50,elo_1800,google/gemini-2.5-flash-lite,59,27,7,1,4,False,0
2026-07-08T12:01:51,elo_1800,google/gemini-2.5-flash-lite,60,31,4 5,1,3,False,0
2026-07-08T12:01:51,elo_1800,google/gemini-2.5-flash-lite,61,20,1 2 3 4 5 6 7,-1,7,True,0
2026-07-08T12:01:53,elo_1800,google/gemini-2.5-flash-lite,62,21,4 5,1,3,False,1
2026-07-08T12:01:53,elo_1800,google/gemini-2.5-flash-lite,63,23,5,1,3,False,0
2026-07-08T12:01:54,elo_1800,google/gemini-2.5-flash-lite,64,30,1 2 3 5 6,-1,1,True,1
2026-07-08T12:01:54,elo_1800,google/gemini-2.5-flash-lite,65,23,1 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:55,elo_1800,google/gemini-2.5-flash-lite,66,25,3 5 6,1,5,True,0
2026-07-08T12:01:55,elo_1800,google/gemini-2.5-flash-lite,67,20,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:01:55,elo_1800,google/gemini-2.5-flash-lite,68,30,1 3 4 5 7,-1,4,True,0
2026-07-08T12:01:56,elo_1800,google/gemini-2.5-flash-lite,69,29,1 3 4 5 7,-1,3,True,0
2026-07-08T12:01:56,elo_1800,google/gemini-2.5-flash-lite,70,28,1 2 3 4 6 7,1,4,True,0
2026-07-08T12:01:57,elo_1800,google/gemini-2.5-flash-lite,71,24,5,1,6,False,0
2026-07-08T12:01:57,elo_1800,google/gemini-2.5-flash-lite,72,21,1 2 3 4 5 6 7,1,5,True,0
2026-07-08T12:01:58,elo_1800,google/gemini-2.5-flash-lite,73,23,3 4,1,4,True,0
2026-07-08T12:01:58,elo_1800,google/gemini-2.5-flash-lite,74,20,2,1,7,False,0
2026-07-08T12:01:58,elo_1800,google/gemini-2.5-flash-lite,75,26,1 2 3 6 7,1,3,True,0
2026-07-08T12:01:59,elo_1800,google/gemini-2.5-flash-lite,76,20,1 2 3 4 5 6,-1,4,True,1
2026-07-08T12:01:59,elo_1800,google/gemini-2.5-flash-lite,77,22,4,1,5,False,0
2026-07-08T12:01:59,elo_1800,google/gemini-2.5-flash-lite,78,28,4,1,6,False,0
2026-07-08T12:02:00,elo_1800,google/gemini-2.5-flash-lite,79,30,6,1,4,False,0
2026-07-08T12:02:00,elo_1800,google/gemini-2.5-flash-lite,80,21,2 3,1,5,False,0
2026-07-08T12:02:00,elo_1800,google/gemini-2.5-flash-lite,81,23,1 2 4 5 6 7,-1,5,True,0
2026-07-08T12:02:01,elo_1800,google/gemini-2.5-flash-lite,82,25,1 3 4 5 6 7,1,3,True,0
2026-07-08T12:02:01,elo_1800,google/gemini-2.5-flash-lite,83,29,2 4 5 7,1,6,False,0
2026-07-08T12:02:02,elo_1800,google/gemini-2.5-flash-lite,84,23,6,1,5,False,0
2026-07-08T12:02:02,elo_1800,google/gemini-2.5-flash-lite,85,26,1 3,1,2,False,0
2026-07-08T12:02:02,elo_1800,google/gemini-2.5-flash-lite,86,27,2 4 6,1,7,False,0
2026-07-08T12:02:03,elo_1800,google/gemini-2.5-flash-lite,87,32,3 4,1,1,False,0
2026-07-08T12:02:03,elo_1800,google/gemini-2.5-flash-lite,88,20,1 2 3 4 5 6 7,1,3,True,0
2026-07-08T12:02:03,elo_1800,google/gemini-2.5-flash-lite,89,25,1 2 3 4 5 7,-1,3,True,0
2026-07-08T12:02:04,elo_1800,google/gemini-2.5-flash-lite,90,20,6,1,4,False,0
2026-07-08T12:02:04,elo_1800,google/gemini-2.5-flash-lite,91,29,4 7,1,4,True,0
2026-07-08T12:02:04,elo_1800,google/gemini-2.5-flash-lite,92,21,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:02:05,elo_1800,google/gemini-2.5-flash-lite,93,20,6,1,4,False,0
2026-07-08T12:02:05,elo_1800,google/gemini-2.5-flash-lite,94,21,4 5 6,1,5,True,0
2026-07-08T12:02:07,elo_1800,google/gemini-2.5-flash-lite,95,24,1 2 3 4 6 7,1,2,True,0
2026-07-08T12:02:07,elo_1800,google/gemini-2.5-flash-lite,96,24,1 2 4 5 6 7,1,6,True,0
2026-07-08T12:02:07,elo_1800,google/gemini-2.5-flash-lite,97,22,1 4,1,7,False,0
2026-07-08T12:02:08,elo_1800,google/gemini-2.5-flash-lite,98,24,3 4,1,7,False,0
2026-07-08T12:02:08,elo_1800,google/gemini-2.5-flash-lite,99,34,1 4 6,-1,4,True,0
2026-07-08T12:02:09,elo_1800,google/gemini-2.5-flash-lite,100,29,6,1,4,False,0
2026-07-08T12:02:09,elo_2800,google/gemini-2.5-flash-lite,1,24,1 4 5,1,4,True,0
2026-07-08T12:02:10,elo_2800,google/gemini-2.5-flash-lite,2,20,2 4 6,1,7,False,0
2026-07-08T12:02:10,elo_2800,google/gemini-2.5-flash-lite,3,27,1 2 3 5,1,3,True,0
2026-07-08T12:02:10,elo_2800,google/gemini-2.5-flash-lite,4,26,1 2 3 4 5 6 7,-1,4,True,0
2026-07-08T12:02:11,elo_2800,google/gemini-2.5-flash-lite,5,26,1 2 3 4 5 6 7,1,4,True,0
2026-07-08T12:02:11,elo_2800,google/gemini-2.5-flash-lite,6,21,1 2 4 5 6 7,-1,5,True,0
2026-07-08T12:02:11,elo_2800,google/gemini-2.5-flash-lite,7,23,4 7,1,6,False,0
2026-07-08T12:02:12,elo_2800,google/gemini-2.5-flash-lite,8,24,1 4 6,1,4,True,0
2026-07-08T12:02:12,elo_2800,google/gemini-2.5-flash-lite,9,27,1 2 4 5 6 7,-1,4,True,0
2026-07-08T12:02:12,elo_2800,google/gemini-2.5-flash-lite,10,22,5 6,1,5,True,0
2026-07-08T12:02:13,elo_2800,google/gemini-2.5-flash-lite,11,20,1 2 3 4 5 7,-1,4,True,0
2026-07-08T12:02:14,elo_2800,google/gemini-2.5-flash-lite,12,27,1 2 3 5 7,-1,,False,3
2026-07-08T12:02:15,elo_2800,google/gemini-2.5-flash-lite,13,24,4,1,4,True,0
2026-07-08T12:02:15,elo_2800,google/gemini-2.5-flash-lite,14,22,5,1,6,False,0
2026-07-08T12:02:15,elo_2800,google/gemini-2.5-flash-lite,15,21,4 6,1,4,True,0
2026-07-08T12:02:15,elo_2800,google/gemini-2.5-flash-lite,16,20,1 4,1,4,True,0
2026-07-08T12:02:16,elo_2800,google/gemini-2.5-flash-lite,17,22,3 6,1,6,True,0
2026-07-08T12:02:16,elo_2800,google/gemini-2.5-flash-lite,18,32,4 5 6,-1,4,True,0
2026-07-08T12:02:17,elo_2800,google/gemini-2.5-flash-lite,19,25,6,0,5,False,0
2026-07-08T12:02:17,elo_2800,google/gemini-2.5-flash-lite,20,26,5,1,4,False,0
2026-07-08T12:02:18,elo_2800,google/gemini-2.5-flash-lite,21,20,1 4,1,4,True,0
2026-07-08T12:02:18,elo_2800,google/gemini-2.5-flash-lite,22,23,1 3 4 5 6 7,-1,4,True,0
2026-07-08T12:02:19,elo_2800,google/gemini-2.5-flash-lite,23,29,1 2 5 6 7,1,4,False,0
2026-07-08T12:02:19,elo_2800,google/gemini-2.5-flash-lite,24,20,1 2 3 4 5 6,1,3,True,0
2026-07-08T12:02:19,elo_2800,google/gemini-2.5-flash-lite,25,21,6 7,1,3,False,0
2026-07-08T12:02:21,elo_2800,google/gemini-2.5-flash-lite,26,21,1 2 3 5 7,1,7,True,1
2026-07-08T12:02:21,elo_2800,google/gemini-2.5-flash-lite,27,20,4 6,1,4,True,0
